Indicator,continent,code,country,year,sex,Suicide Rate
Age-standardized suicide rates (per 100 000 population),Americas,PRY,Paraguay,2005,Both sexes,4.61
Age-standardized suicide rates (per 100 000 population),Europe,GRC,Greece,2005,Male,4.67
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,EGY,Egypt,2005,Male,4.68
Age-standardized suicide rates (per 100 000 population),Europe,AZE,Azerbaijan,2005,Both sexes,4.69
Age-standardized suicide rates (per 100 000 population),Europe,DEU,Germany,2005,Female,4.7
Age-standardized suicide rates (per 100 000 population),Europe,TJK,Tajikistan,2005,Both sexes,4.71
Age-standardized suicide rates (per 100 000 population),Western Pacific,PNG,Papua New Guinea,2005,Male,4.73
Age-standardized suicide rates (per 100 000 population),Americas,VEN,Venezuela (Bolivarian Republic of),2005,Both sexes,4.77
Age-standardized suicide rates (per 100 000 population),Western Pacific,TON,Tonga,2005,Both sexes,4.79
Age-standardized suicide rates (per 100 000 population),Americas,BOL,Bolivia (Plurinational State of),2005,Female,4.81
Age-standardized suicide rates (per 100 000 population),Europe,ITA,Italy,2005,Both sexes,4.81
Age-standardized suicide rates (per 100 000 population),Africa,DZA,Algeria,2005,Male,4.83
Age-standardized suicide rates (per 100 000 population),Europe,MDA,Republic of Moldova,2005,Female,4.91
Age-standardized suicide rates (per 100 000 population),Americas,BRA,Brazil,2005,Both sexes,4.96
Age-standardized suicide rates (per 100 000 population),Europe,LUX,Luxembourg,2005,Female,4.97
Age-standardized suicide rates (per 100 000 population),Americas,HND,Honduras,2005,Male,4.99
Age-standardized suicide rates (per 100 000 population),Western Pacific,FSM,Micronesia (Federated States of),2005,Male,43.13
Age-standardized suicide rates (per 100 000 population),Americas,SUR,Suriname,2005,Male,43.16
Age-standardized suicide rates (per 100 000 population),Africa,BWA,Botswana,2005,Both sexes,43.43
Age-standardized suicide rates (per 100 000 population),Africa,ZAF,South Africa,2005,Male,43.44
Age-standardized suicide rates (per 100 000 population),Europe,RUS,Russian Federation,2005,Both sexes,43.56
Age-standardized suicide rates (per 100 000 population),Africa,NAM,Namibia,2005,Male,43.68
Age-standardized suicide rates (per 100 000 population),Africa,CAF,Central African Republic,2005,Male,45.76
Age-standardized suicide rates (per 100 000 population),Africa,LSO,Lesotho,2005,Both sexes,46.74
Age-standardized suicide rates (per 100 000 population),South-East Asia,IDN,Indonesia,2005,Male,5
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,TUN,Tunisia,2005,Male,5.03
Age-standardized suicide rates (per 100 000 population),Europe,KGZ,Kyrgyzstan,2005,Female,5.1
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,IRQ,Iraq,2005,Both sexes,5.13
Age-standardized suicide rates (per 100 000 population),Europe,NLD,Netherlands,2005,Female,5.15
Age-standardized suicide rates (per 100 000 population),Africa,NGA,Nigeria,2005,Female,5.23
Age-standardized suicide rates (per 100 000 population),Europe,ALB,Albania,2005,Female,5.24
Age-standardized suicide rates (per 100 000 population),Americas,BHS,Bahamas,2005,Male,5.26
Age-standardized suicide rates (per 100 000 population),Americas,CAN,Canada,2005,Female,5.29
Age-standardized suicide rates (per 100 000 population),Americas,PAN,Panama,2005,Both sexes,5.31
Age-standardized suicide rates (per 100 000 population),Africa,TZA,United Republic of Tanzania,2005,Female,5.33
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,SDN,Sudan,2005,Both sexes,5.39
Age-standardized suicide rates (per 100 000 population),Europe,GEO,Georgia,2005,Both sexes,5.45
Age-standardized suicide rates (per 100 000 population),Western Pacific,LAO,Lao People's Democratic Republic,2005,Female,5.46
Age-standardized suicide rates (per 100 000 population),South-East Asia,BGD,Bangladesh,2005,Both sexes,5.57
Age-standardized suicide rates (per 100 000 population),Americas,ECU,Ecuador,2005,Female,5.57
Age-standardized suicide rates (per 100 000 population),Africa,MWI,Malawi,2005,Female,5.58
Age-standardized suicide rates (per 100 000 population),Americas,DOM,Dominican Republic,2005,Both sexes,5.59
Age-standardized suicide rates (per 100 000 population),Western Pacific,MYS,Malaysia,2005,Both sexes,5.65
Age-standardized suicide rates (per 100 000 population),Europe,TKM,Turkmenistan,2005,Female,5.65
Age-standardized suicide rates (per 100 000 population),Americas,CUB,Cuba,2005,Female,5.67
Age-standardized suicide rates (per 100 000 population),Europe,EST,Estonia,2005,Female,5.7
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,PAK,Pakistan,2005,Female,5.72
Age-standardized suicide rates (per 100 000 population),Africa,MRT,Mauritania,2005,Both sexes,5.73
Age-standardized suicide rates (per 100 000 population),South-East Asia,TLS,Timor-Leste,2005,Male,5.91
Age-standardized suicide rates (per 100 000 population),Americas,URY,Uruguay,2005,Female,5.95
Age-standardized suicide rates (per 100 000 population),South-East Asia,MDV,Maldives,2005,Male,5.97
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,IRN,Iran (Islamic Republic of),2005,Both sexes,5.97
Age-standardized suicide rates (per 100 000 population),Europe,ESP,Spain,2005,Both sexes,5.97
Age-standardized suicide rates (per 100 000 population),South-East Asia,BTN,Bhutan,2005,Both sexes,5.99
Age-standardized suicide rates (per 100 000 population),Europe,UKR,Ukraine,2005,Male,52.98
Age-standardized suicide rates (per 100 000 population),Western Pacific,KIR,Kiribati,2005,Male,56.91
Age-standardized suicide rates (per 100 000 population),Americas,GUY,Guyana,2005,Male,56.96
Age-standardized suicide rates (per 100 000 population),Africa,COD,Democratic Republic of the Congo,2005,Female,6
Age-standardized suicide rates (per 100 000 population),Americas,PRY,Paraguay,2005,Male,6.01
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,YEM,Yemen,2005,Female,6.03
Age-standardized suicide rates (per 100 000 population),Americas,GRD,Grenada,2005,Male,6.03
Age-standardized suicide rates (per 100 000 population),Africa,KEN,Kenya,2005,Female,6.03
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,SAU,Saudi Arabia,2005,Male,6.04
Age-standardized suicide rates (per 100 000 population),Africa,CPV,Cabo Verde,2005,Female,6.05
Age-standardized suicide rates (per 100 000 population),Americas,NIC,Nicaragua,2005,Both sexes,6.07
Age-standardized suicide rates (per 100 000 population),Africa,GAB,Gabon,2005,Female,6.11
Age-standardized suicide rates (per 100 000 population),Africa,MDG,Madagascar,2005,Female,6.12
Age-standardized suicide rates (per 100 000 population),Western Pacific,NZL,New Zealand,2005,Female,6.12
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,OMN,Oman,2005,Both sexes,6.16
Age-standardized suicide rates (per 100 000 population),Europe,AUT,Austria,2005,Female,6.26
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,QAT,Qatar,2005,Both sexes,6.27
Age-standardized suicide rates (per 100 000 population),Europe,DNK,Denmark,2005,Female,6.32
Age-standardized suicide rates (per 100 000 population),Africa,SEN,Senegal,2005,Female,6.38
Age-standardized suicide rates (per 100 000 population),Europe,ARM,Armenia,2005,Male,6.4
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,LBY,Libya,2005,Male,6.44
Age-standardized suicide rates (per 100 000 population),Western Pacific,TON,Tonga,2005,Male,6.48
Age-standardized suicide rates (per 100 000 population),Africa,AGO,Angola,2005,Female,6.49
Age-standardized suicide rates (per 100 000 population),Western Pacific,SGP,Singapore,2005,Female,6.52
Age-standardized suicide rates (per 100 000 population),Africa,COM,Comoros,2005,Female,6.61
Age-standardized suicide rates (per 100 000 population),Europe,ISR,Israel,2005,Both sexes,6.62
Age-standardized suicide rates (per 100 000 population),Europe,LVA,Latvia,2005,Female,6.66
Age-standardized suicide rates (per 100 000 population),Africa,NER,Niger,2005,Female,6.69
Age-standardized suicide rates (per 100 000 population),Americas,CRI,Costa Rica,2005,Both sexes,6.69
Age-standardized suicide rates (per 100 000 population),Africa,CIV,Côte d’Ivoire,2005,Female,6.7
Age-standardized suicide rates (per 100 000 population),Europe,TJK,Tajikistan,2005,Male,6.7
Age-standardized suicide rates (per 100 000 population),Africa,MLI,Mali,2005,Female,6.76
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,ARE,United Arab Emirates,2005,Both sexes,6.76
Age-standardized suicide rates (per 100 000 population),Western Pacific,KHM,Cambodia,2005,Both sexes,6.81
Age-standardized suicide rates (per 100 000 population),Western Pacific,FJI,Fiji,2005,Female,6.82
Age-standardized suicide rates (per 100 000 population),Europe,MLT,Malta,2005,Male,6.83
Age-standardized suicide rates (per 100 000 population),Africa,LBR,Liberia,2005,Female,6.9
Age-standardized suicide rates (per 100 000 population),Western Pacific,VNM,Viet Nam,2005,Both sexes,6.94
Age-standardized suicide rates (per 100 000 population),Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2005,Both sexes,6.94
Age-standardized suicide rates (per 100 000 population),Europe,UKR,Ukraine,2005,Female,6.96
Age-standardized suicide rates (per 100 000 population),Europe,HRV,Croatia,2005,Female,6.97
Age-standardized suicide rates (per 100 000 population),Africa,GIN,Guinea,2005,Female,6.98
Age-standardized suicide rates (per 100 000 population),Americas,COL,Colombia,2005,Male,6.98
Age-standardized suicide rates (per 100 000 population),Africa,SWZ,Eswatini,2005,Both sexes,60.09
Age-standardized suicide rates (per 100 000 population),Europe,LTU,Lithuania,2005,Male,66.7
Age-standardized suicide rates (per 100 000 population),Europe,KAZ,Kazakhstan,2005,Male,68.67
Age-standardized suicide rates (per 100 000 population),Europe,BLR,Belarus,2005,Male,68.91
Age-standardized suicide rates (per 100 000 population),South-East Asia,MMR,Myanmar,2005,Male,7.03
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,SDN,Sudan,2005,Male,7.05
Age-standardized suicide rates (per 100 000 population),Americas,BLZ,Belize,2005,Both sexes,7.09
Age-standardized suicide rates (per 100 000 population),Africa,SSD,South Sudan,2005,Both sexes,7.1
Age-standardized suicide rates (per 100 000 population),Africa,SLE,Sierra Leone,2005,Female,7.14
Age-standardized suicide rates (per 100 000 population),Africa,GMB,Gambia,2005,Female,7.21
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,MAR,Morocco,2005,Female,7.24
Age-standardized suicide rates (per 100 000 population),Africa,BEN,Benin,2005,Female,7.27
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,IRQ,Iraq,2005,Male,7.31
Age-standardized suicide rates (per 100 000 population),Africa,GNQ,Equatorial Guinea,2005,Female,7.33
Age-standardized suicide rates (per 100 000 population),Europe,NOR,Norway,2005,Female,7.36
Age-standardized suicide rates (per 100 000 population),Africa,MRT,Mauritania,2005,Male,7.37
Age-standardized suicide rates (per 100 000 population),Americas,BOL,Bolivia (Plurinational State of),2005,Both sexes,7.41
Age-standardized suicide rates (per 100 000 population),Americas,LCA,Saint Lucia,2005,Both sexes,7.41
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,AFG,Afghanistan,2005,Female,7.44
Age-standardized suicide rates (per 100 000 population),Europe,ISL,Iceland,2005,Female,7.47
Age-standardized suicide rates (per 100 000 population),Western Pacific,WSM,Samoa,2005,Female,7.48
Age-standardized suicide rates (per 100 000 population),Europe,ITA,Italy,2005,Male,7.52
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,IRN,Iran (Islamic Republic of),2005,Male,7.53
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,DJI,Djibouti,2005,Female,7.54
Age-standardized suicide rates (per 100 000 population),Africa,TCD,Chad,2005,Female,7.55
Age-standardized suicide rates (per 100 000 population),Americas,MEX,Mexico,2005,Male,7.58
Age-standardized suicide rates (per 100 000 population),South-East Asia,PRK,Democratic People's Republic of Korea,2005,Female,7.59
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,AFG,Afghanistan,2005,Both sexes,7.64
Age-standardized suicide rates (per 100 000 population),Europe,MKD,The former Yugoslav Republic of Macedonia,2005,Both sexes,7.65
Age-standardized suicide rates (per 100 000 population),South-East Asia,BTN,Bhutan,2005,Male,7.68
Age-standardized suicide rates (per 100 000 population),Europe,ALB,Albania,2005,Both sexes,7.68
Age-standardized suicide rates (per 100 000 population),Europe,AZE,Azerbaijan,2005,Male,7.7
Age-standardized suicide rates (per 100 000 population),Western Pacific,LAO,Lao People's Democratic Republic,2005,Both sexes,7.74
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,AFG,Afghanistan,2005,Male,7.78
Age-standardized suicide rates (per 100 000 population),Europe,FRA,France,2005,Female,7.84
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,SOM,Somalia,2005,Female,7.91
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,ARE,United Arab Emirates,2005,Male,7.91
Age-standardized suicide rates (per 100 000 population),Europe,PRT,Portugal,2005,Both sexes,7.91
Age-standardized suicide rates (per 100 000 population),Africa,GNB,Guinea-Bissau,2005,Female,7.95
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,YEM,Yemen,2005,Both sexes,7.97
Age-standardized suicide rates (per 100 000 population),Africa,BWA,Botswana,2005,Male,70.97
Age-standardized suicide rates (per 100 000 population),Europe,RUS,Russian Federation,2005,Male,78.87
Age-standardized suicide rates (per 100 000 population),South-East Asia,BGD,Bangladesh,2005,Male,8.01
Age-standardized suicide rates (per 100 000 population),Americas,BRA,Brazil,2005,Male,8.04
Age-standardized suicide rates (per 100 000 population),Europe,HUN,Hungary,2005,Female,8.06
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,QAT,Qatar,2005,Male,8.09
Age-standardized suicide rates (per 100 000 population),Europe,SVN,Slovenia,2005,Female,8.15
Age-standardized suicide rates (per 100 000 population),Americas,SLV,El Salvador,2005,Both sexes,8.2
Age-standardized suicide rates (per 100 000 population),Europe,SWE,Sweden,2005,Female,8.21
Age-standardized suicide rates (per 100 000 population),Europe,NLD,Netherlands,2005,Both sexes,8.26
Age-standardized suicide rates (per 100 000 population),Africa,LBR,Liberia,2005,Both sexes,8.28
Age-standardized suicide rates (per 100 000 population),Africa,UGA,Uganda,2005,Female,8.28
Age-standardized suicide rates (per 100 000 population),Americas,VEN,Venezuela (Bolivarian Republic of),2005,Male,8.28
Age-standardized suicide rates (per 100 000 population),Africa,MOZ,Mozambique,2005,Female,8.31
